,genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
38,"['chillwave', 'electronica', 'indie soul', 'indietronica', 'new french touch', 'shimmer pop', 'tropical house', 'vapor soul']",https://api.spotify.com/v1/artists/2ABBMkcUeM9hdpimo86mo6,2ABBMkcUeM9hdpimo86mo6,"[{'height': 640, 'url': 'https://i.scdn.co/image/cf915c0d47aa4ca7e930d04d06990efe3dd855e8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/10ac8574c3fec049bfe65a568d240f0d4f64d489', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e7e79dd8e1ae56278c7f3447d3764943af99757b', 'width': 160}]",Tourist,63,artist,spotify:artist:2ABBMkcUeM9hdpimo86mo6,https://open.spotify.com/artist/2ABBMkcUeM9hdpimo86mo6,,104424
39,['indiecoustica'],https://api.spotify.com/v1/artists/2ciKXsw2J3JHto2f38qc0W,2ciKXsw2J3JHto2f38qc0W,"[{'height': 640, 'url': 'https://i.scdn.co/image/20fbe716cdebd366b68ba958509ba86508f9ba6d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/1d4593083c280ea15f0e61483bac0b2eae574c8e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/0d527ee63cb648ca49ab45e4849821a9a562db59', 'width': 160}]",Jesse Daniel Smith,39,artist,spotify:artist:2ciKXsw2J3JHto2f38qc0W,https://open.spotify.com/artist/2ciKXsw2J3JHto2f38qc0W,,6444
40,[],https://api.spotify.com/v1/artists/4Abe9XH0fplj8dbOddoYgH,4Abe9XH0fplj8dbOddoYgH,"[{'height': 640, 'url': 'https://i.scdn.co/image/89da95b91510dfbe974765e0badd669ec61a4125', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a1f1d0b803c8874a021a7c4a31c5c076053d7677', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/fe49319e2686a271b288ad66c3bd229cf73d2070', 'width': 160}]",yaeow,64,artist,spotify:artist:4Abe9XH0fplj8dbOddoYgH,https://open.spotify.com/artist/4Abe9XH0fplj8dbOddoYgH,,5428
41,"['vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/5ar4zFgUQG1RsH8nhmjOeM,5ar4zFgUQG1RsH8nhmjOeM,"[{'height': 640, 'url': 'https://i.scdn.co/image/a5e299c2c5e48bd8e907a740138b63003b28c257', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cbd5b167dbb58bf68288d10515460969d2c1ba4c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/9ee625c6ba4c81b3c356fc8e584d93776ca6e254', 'width': 160}]",Robotaki,54,artist,spotify:artist:5ar4zFgUQG1RsH8nhmjOeM,https://open.spotify.com/artist/5ar4zFgUQG1RsH8nhmjOeM,,36258
42,[],https://api.spotify.com/v1/artists/6UcJxoeHWWWyT5HZP064om,6UcJxoeHWWWyT5HZP064om,"[{'height': 640, 'url': 'https://i.scdn.co/image/70b47b529f7cdbc43925acaf2c7d5f7274213e69', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8299e5a4da88942e5c0684856a84622407d14401', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/5467747a1caf2130bf25db78ded49392a32bad3e', 'width': 160}]",Chet Faker,69,artist,spotify:artist:6UcJxoeHWWWyT5HZP064om,https://open.spotify.com/artist/6UcJxoeHWWWyT5HZP064om,,53448
43,"['australian indie folk', 'folk-pop', 'indie anthem-folk', 'indie folk', 'stomp and holler']",https://api.spotify.com/v1/artists/6cSxzHrQgGc4I4Ck5Gewej,6cSxzHrQgGc4I4Ck5Gewej,"[{'height': 640, 'url': 'https://i.scdn.co/image/2c63a0c0758ce371a20d92ca2c6b94cefb4d683c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/092ee83cbcd5b92dff418b9eb195afad48de519d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a8d66ea0bcee02e7f97a98fd7fb9fa3eb66ced1b', 'width': 160}]",Sons Of The East,57,artist,spotify:artist:6cSxzHrQgGc4I4Ck5Gewej,https://open.spotify.com/artist/6cSxzHrQgGc4I4Ck5Gewej,,92633
44,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'indietronica', 'nyc pop', 'stomp and holler', 'vapor soul']",https://api.spotify.com/v1/artists/7FU0xCgmSYQEiBeevUqQ4S,7FU0xCgmSYQEiBeevUqQ4S,"[{'height': 640, 'url': 'https://i.scdn.co/image/bd51e73ef59209a97823135f3b65556adbe11062', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7ea00710aafcec57da6b212597f74a58fb7a27a6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f1c42d3b6480f1479f20864200be20961e0be58c', 'width': 160}]",Yoke Lore,66,artist,spotify:artist:7FU0xCgmSYQEiBeevUqQ4S,https://open.spotify.com/artist/7FU0xCgmSYQEiBeevUqQ4S,,89478
45,"['brooklyn indie', 'chillwave', 'indie garage rock', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'nu gaze', 'popgaze', 'shoegaze']",https://api.spotify.com/v1/artists/1bwUhKRmEkOZ1wuTnV9XjC,1bwUhKRmEkOZ1wuTnV9XjC,"[{'height': 640, 'url': 'https://i.scdn.co/image/16195559228cbaf07a400b35aadcf4c19d2eb554', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ca2b92b0dc999899a2bc4351ba48151e79146811', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/0e0f65243f9dac3e951c2245b3354dfcb29320d3', 'width': 160}]",Beach Fossils,64,artist,spotify:artist:1bwUhKRmEkOZ1wuTnV9XjC,https://open.spotify.com/artist/1bwUhKRmEkOZ1wuTnV9XjC,,345935
46,"['australian garage punk', 'australian reggae fusion', 'indie garage rock', 'neo-psychedelic']",https://api.spotify.com/v1/artists/2UmG7WphL1CMN7mVWyhE7u,2UmG7WphL1CMN7mVWyhE7u,"[{'height': 640, 'url': 'https://i.scdn.co/image/00dfb644a4af7acde4a1026110d1807816b36628', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/dcd72ccb121b8ffccddd8c209a8bb2b38fd7caf7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/337e0f45695c80d695eb1341bec33fb1edb1321e', 'width': 160}]",Babe Rainbow,58,artist,spotify:artist:2UmG7WphL1CMN7mVWyhE7u,https://open.spotify.com/artist/2UmG7WphL1CMN7mVWyhE7u,,104653
47,"['indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",https://api.spotify.com/v1/artists/69tiO1fG8VWduDl3ji2qhI,69tiO1fG8VWduDl3ji2qhI,"[{'height': 640, 'url': 'https://i.scdn.co/image/b5a08288ed05813d0bffabb6f3704e5d9272dc13', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cdcfc64f6cc00328829e1de52108fa9ad0f22db5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/4b9ddd1a3da46dfea0dc8a1c4548efd9a42366e6', 'width': 160}]",Mt. Joy,70,artist,spotify:artist:69tiO1fG8VWduDl3ji2qhI,https://open.spotify.com/artist/69tiO1fG8VWduDl3ji2qhI,,157331
48,['edmonton indie'],https://api.spotify.com/v1/artists/3Sz7ZnJQBIHsXLUSo0OQtM,3Sz7ZnJQBIHsXLUSo0OQtM,"[{'height': 640, 'url': 'https://i.scdn.co/image/e3d3e28c604a1c86e796e0d2aa7d4dc249f62e6f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2be26e2a2f49947fb61c31984f27bb1497319dad', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7806af9f06526b3ca2e33ecae7cb02c8c6bcc221', 'width': 160}]",Mac DeMarco,77,artist,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,https://open.spotify.com/artist/3Sz7ZnJQBIHsXLUSo0OQtM,,1506346
49,"['electronic trap', 'vapor twitch']",https://api.spotify.com/v1/artists/4OHaWpWPKDcZgOOUn9elFn,4OHaWpWPKDcZgOOUn9elFn,"[{'height': 640, 'url': 'https://i.scdn.co/image/d600d7c0886f91afb81597d688d08eabf7157860', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/300333e0bb071871b75919f6925a05e6d0a12c11', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/30b2d6078bcb8ae4d1332c5b8e2e4963e563b161', 'width': 160}]",Mr. Carmack,50,artist,spotify:artist:4OHaWpWPKDcZgOOUn9elFn,https://open.spotify.com/artist/4OHaWpWPKDcZgOOUn9elFn,,71340
